PANID,Combined_Pre_Tax_Income_of_HH,Family_Size,HH_RACE,Type_of_Residential_Possession,HH_AGE,HH_EDU,HH_OCC,Age_Group_Applied_to_Male_HH,Education_Level_Reached_by_Male_,Occupation_Code_of_Male_HH,Male_Working_Hour_Code,MALE_SMOKE,Age_Group_Applied_to_Female_HH,Education_Level_Reached_by_Femal,Occupation_Code_of_Female_HH,Female_Working_Hour_Code,FEM_SMOKE,Number_of_Dogs,Number_of_Cats,Children_Group_Code,Marital_Status,Number_of_TVs_Used_by_HH,Number_of_TVs_Hooked_to_Cable,HH_Head_Race__RACE2_,HH_Head_Race__RACE3_,Microwave_Owned_by_HH
3310706,10,2,1,2,6,7,10,6,8,10,4,0,6,7,10,4,0,2,2,8,2,3,3,1,1,1
3310805,12,2,1,2,6,4,4,6,5,10,4,0,6,4,4,2,0,0,0,8,2,4,4,1,1,1
3310839,6,2,1,2,5,5,13,6,5,3,3,0,5,5,13,5,0,0,0,8,2,3,3,1,1,1
3310854,5,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,1,1,1,1,1
3310961,6,2,1,2,5,4,10,6,5,10,4,0,5,4,10,4,0,0,0,8,2,3,3,1,1,1
3310987,7,2,1,2,6,6,10,6,6,10,4,0,6,6,10,4,0,0,0,8,2,3,3,1,1,1
3311217,8,2,1,2,6,7,1,6,5,1,3,0,6,7,1,3,0,0,0,8,2,6,4,1,1,1
3311258,11,2,1,2,6,8,10,6,8,10,4,0,6,8,10,4,0,0,0,8,2,3,3,.,1,1
3311423,7,2,1,2,6,5,10,6,4,10,4,0,6,5,10,4,0,0,0,8,2,2,2,1,1,1
3311480,8,1,1,2,6,7,10,7,9,11,7,.,6,7,10,4,0,0,0,8,1,1,1,1,1,1
3311498,2,2,1,2,6,4,4,6,3,10,4,0,6,4,4,2,0,0,0,8,2,1,1,1,1,1
3311522,12,2,1,2,5,5,1,5,7,1,3,0,5,5,1,3,0,2,0,8,2,9,9,1,1,1
3311548,7,2,1,2,6,5,1,6,5,13,1,0,6,5,1,3,0,0,0,8,2,2,1,1,1,1
3311597,5,3,1,2,6,7,10,6,7,10,2,0,6,7,10,2,0,0,0,8,2,4,4,1,1,1
3311613,11,2,1,2,6,4,10,6,5,13,5,0,6,4,10,4,0,0,0,8,2,1,1,1,1,1
3311654,9,1,1,2,6,7,10,7,9,11,7,.,6,7,10,4,0,1,0,8,4,2,1,1,1,1
3311662,6,2,1,2,5,5,6,5,6,8,2,1,5,5,6,3,1,0,0,8,2,3,3,1,1,1
3311720,7,3,1,2,6,6,10,6,4,10,4,0,6,6,10,4,0,1,0,8,2,3,2,1,1,1
3311761,6,1,1,2,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,4,2,1,1,1
3311811,9,2,1,2,5,4,1,4,7,6,3,0,5,4,1,3,0,0,2,8,2,3,1,1,1,1
3311829,8,3,1,2,4,4,6,4,5,1,3,0,4,4,6,3,0,1,2,8,2,6,6,1,1,1
3311852,9,1,1,2,5,7,1,7,9,11,7,.,5,7,1,3,0,1,0,8,3,3,3,1,1,1
3311886,7,2,1,1,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,4,3,1,1,1
3311902,12,2,1,2,5,8,1,5,8,1,2,0,5,8,1,2,0,0,1,8,2,2,2,1,1,1
3311944,6,2,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,1,8,4,1,1,1,1,1
3311969,9,4,1,2,5,7,1,5,5,2,3,0,5,7,1,3,0,0,0,8,2,4,4,.,1,1
3312017,6,2,1,2,5,6,10,6,7,10,4,0,5,6,10,4,0,0,0,8,2,1,2,1,1,1
3312124,5,2,1,1,6,3,13,6,6,10,4,0,6,3,13,5,0,0,0,8,2,3,3,1,1,1
3312165,7,3,1,2,5,4,7,5,5,10,4,1,5,4,7,3,0,1,5,8,2,5,5,1,1,1
3312272,8,2,1,2,4,4,7,5,6,5,3,0,4,4,7,2,1,0,0,8,2,3,3,1,1,1
3312322,12,2,1,2,6,8,10,6,8,10,4,0,6,8,10,4,0,0,0,8,2,4,4,1,1,1
3312397,6,2,1,2,6,2,10,6,2,10,4,0,6,2,10,4,0,0,0,8,2,2,2,1,1,1
3312629,4,2,1,1,6,4,9,6,4,10,4,0,6,4,9,2,0,0,0,8,2,1,1,1,1,1
3312645,4,1,1,2,6,4,13,7,9,11,7,.,6,4,13,5,0,0,0,8,4,3,2,1,1,1
3312694,6,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,3,3,1,1,1
3312819,9,4,1,2,5,8,1,5,4,5,3,0,5,8,1,3,0,0,0,8,2,4,1,1,1,1
3312884,2,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,1,1,1,1,1
3312918,4,2,1,2,6,4,10,6,4,10,4,0,7,9,11,7,.,0,0,8,2,3,3,1,1,1
3312926,5,2,1,1,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,2,2,1,1,1
3312942,5,2,1,2,6,5,4,6,6,10,4,0,6,5,4,2,0,0,4,8,2,3,3,1,1,1
3312975,6,1,1,2,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,4,3,1,1,1
3313015,11,2,1,2,6,7,10,6,7,10,4,0,7,9,11,7,.,3,1,8,1,5,5,1,1,1
3313130,8,2,1,2,6,6,10,7,9,11,7,.,6,6,10,4,1,1,0,8,4,2,2,1,1,1
3313247,6,2,1,1,6,5,9,6,6,9,2,0,6,5,9,2,0,0,0,8,2,2,2,1,1,1
3313254,11,2,1,2,5,6,1,6,5,1,2,0,5,6,1,3,0,0,0,8,2,3,3,1,1,1
3313304,6,2,1,2,6,4,10,6,3,10,4,0,6,4,10,4,0,0,0,8,2,2,1,1,1,1
3313502,11,3,1,2,5,6,13,6,6,1,3,1,5,6,13,1,.,1,1,8,2,5,5,1,1,1
3313593,7,2,1,1,4,4,1,4,4,3,2,0,4,4,1,3,0,0,2,8,2,3,3,1,1,1
3313841,8,4,1,2,4,7,1,5,7,1,3,1,4,7,1,3,0,0,3,8,2,3,2,1,1,1
3313866,7,5,1,2,4,4,13,4,4,8,2,1,4,4,13,1,1,2,0,1,2,4,4,1,1,1
3313874,8,4,1,2,5,8,13,4,8,13,5,0,5,8,13,5,0,1,0,8,2,6,6,1,1,1
3313890,7,2,1,2,6,7,10,6,7,10,4,0,6,7,10,4,0,0,0,8,2,4,2,1,1,1
3314120,9,3,1,2,5,7,10,5,7,10,4,0,5,7,10,4,0,0,1,8,2,5,4,1,1,1
3314179,2,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,1,1,1,1,1
3314195,7,2,1,2,5,8,10,6,4,10,4,1,5,8,10,4,1,2,0,8,2,2,2,1,1,1
3314252,11,2,1,2,5,6,13,5,5,7,3,0,5,6,13,1,1,0,0,8,2,6,6,1,1,1
3314278,7,2,1,2,6,5,10,6,8,1,2,0,6,5,10,4,0,0,0,8,2,3,3,1,1,1
3314328,10,2,1,2,6,6,10,6,7,10,4,0,6,6,10,4,0,1,0,8,2,3,2,1,1,1
3314336,9,3,1,2,4,5,1,4,5,6,3,0,4,5,1,3,0,1,0,8,2,4,4,1,1,1
3314419,9,3,1,1,5,7,2,5,8,3,3,0,5,7,2,3,0,1,0,8,2,2,1,.,1,1
3314443,3,1,1,2,6,3,10,7,9,11,7,.,6,3,10,4,0,1,0,8,4,1,1,1,1,1
3314476,7,2,1,2,6,8,1,6,8,10,4,0,6,8,1,2,0,0,0,8,2,4,4,1,1,1
3314567,4,2,1,1,6,3,10,6,3,10,4,.,6,3,10,4,0,0,0,8,2,1,1,1,1,1
3314575,12,2,1,2,5,5,3,4,8,1,3,0,5,5,3,2,0,0,0,8,2,5,5,1,1,1
3314682,11,2,1,2,4,4,2,4,5,6,3,0,4,4,2,3,0,0,0,8,2,3,5,1,1,1
3314773,2,1,1,2,6,3,10,7,9,11,7,.,6,3,10,4,0,0,0,8,3,3,3,1,1,1
3314799,7,2,1,2,6,4,13,6,6,10,4,0,6,4,13,5,0,1,0,8,2,4,4,1,1,.
3314823,6,3,1,2,6,7,10,4,7,10,4,0,6,7,10,4,0,0,0,8,2,6,6,1,1,1
3314922,12,2,1,2,4,6,2,4,6,13,5,0,4,6,2,3,0,0,4,8,2,4,4,1,1,1
3315010,7,2,1,2,5,8,1,5,5,1,3,0,5,8,1,2,0,0,0,8,2,2,2,1,1,1
3315036,11,2,1,2,6,4,10,6,6,10,4,0,6,4,10,4,0,0,0,8,2,7,7,1,1,1
3315051,7,2,1,2,6,5,10,6,4,7,3,0,6,5,10,4,0,0,0,8,2,2,2,1,1,1
3315184,5,2,1,1,6,4,10,6,4,13,1,1,6,4,10,4,1,0,1,8,2,1,1,1,1,1
3315218,7,5,1,2,4,6,4,4,7,7,3,0,4,6,4,3,0,0,0,8,2,4,4,1,1,1
3315234,4,2,1,1,6,4,10,6,7,10,4,0,6,4,10,4,0,0,0,8,2,2,2,1,1,1
3315424,11,2,1,2,5,4,8,5,6,2,2,0,5,4,8,2,0,0,0,8,2,4,4,1,1,1
3315465,12,2,1,2,4,6,4,4,8,1,3,0,4,6,4,2,0,1,0,8,2,5,7,1,1,1
3315523,9,2,1,2,5,6,10,4,5,6,3,1,5,6,10,4,0,0,0,8,2,2,2,1,1,1
3315572,8,2,1,2,5,4,4,5,6,9,3,0,5,4,4,3,1,1,1,8,2,3,3,1,1,1
3315796,8,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,3,3,1,1,1
3316000,8,3,1,2,5,7,1,5,7,1,3,0,5,7,1,3,0,0,0,8,2,2,2,1,1,1
3316067,3,1,1,2,6,8,10,7,9,11,7,.,6,8,10,4,0,0,0,8,4,1,1,1,1,1
3316075,1,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,1,1,1,1,1
3316158,7,2,1,2,6,6,10,6,6,10,4,0,6,6,10,4,0,0,1,8,2,4,4,1,1,1
3316216,12,4,1,2,4,5,13,5,7,1,3,0,4,5,13,5,0,3,1,8,2,5,5,1,1,1
3316257,5,6,1,1,4,7,13,4,6,3,3,1,4,7,13,5,0,0,0,8,2,3,2,1,1,1
3316323,5,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,1,1,1,1,1
3316349,7,2,1,2,5,5,1,5,6,10,4,0,5,5,1,3,0,1,2,8,2,5,5,1,1,1
3316489,7,2,1,2,5,4,10,5,4,10,4,0,5,4,10,4,0,0,0,8,2,2,2,1,1,1
3316562,9,2,1,2,5,5,10,6,6,7,3,1,5,5,10,4,1,1,1,8,2,4,2,1,1,1
3316588,5,1,1,2,6,5,10,7,9,11,7,.,6,5,10,4,0,0,0,8,4,1,1,.,1,1
3316729,1,5,1,2,4,5,4,6,4,7,2,0,4,5,4,2,0,1,2,8,2,3,3,1,1,1
3316810,11,4,1,2,4,7,2,5,7,1,3,0,4,7,2,3,0,0,0,8,2,3,3,1,1,1
3316836,8,2,1,2,5,7,10,6,4,10,4,0,5,7,10,4,0,2,0,8,2,6,4,1,1,1
3316943,9,2,1,2,4,5,7,4,5,6,3,0,4,5,7,3,0,1,0,8,2,2,2,1,1,1
3317016,5,1,1,2,6,6,13,7,9,11,7,.,6,6,13,5,0,0,0,8,4,3,3,1,1,1
3317057,4,2,1,2,4,4,13,5,6,13,1,0,4,4,13,1,1,1,0,8,2,3,4,1,1,1
3317149,11,4,1,2,4,4,13,4,7,2,3,0,4,4,13,5,0,0,1,3,2,4,4,.,1,1
3317362,9,2,1,1,6,6,13,6,6,10,4,0,6,6,13,1,0,0,0,8,2,3,3,1,1,1
3317511,8,4,1,2,4,7,4,4,7,1,3,0,4,7,4,2,0,1,0,6,2,2,2,1,1,1
3317602,5,2,1,2,6,5,10,6,2,10,4,0,6,5,10,4,0,0,0,8,2,2,1,1,1,1
3317685,12,2,1,2,4,4,4,4,4,3,3,0,4,4,4,3,0,0,0,8,2,4,4,1,1,1
3317834,10,2,1,2,6,6,4,6,8,1,3,0,6,6,4,2,0,0,0,8,2,2,2,1,1,1
3317842,6,2,1,2,6,4,10,6,6,10,4,0,6,4,10,4,0,0,2,8,2,5,5,1,1,1
3317875,6,4,1,2,5,6,6,5,6,6,3,0,5,6,6,3,0,0,2,8,2,3,2,1,1,1
3317909,5,2,1,2,6,5,10,6,6,10,4,0,6,5,10,4,0,0,0,8,2,2,2,1,1,1
3317974,5,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,3,2,1,1,1
3318097,11,2,1,2,6,4,10,6,5,3,3,0,6,4,10,4,0,0,0,8,2,3,3,1,1,1
3318329,6,4,1,2,3,6,6,4,5,1,3,1,3,6,6,3,0,1,3,3,2,4,4,1,1,1
3318477,5,1,1,1,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,2,2,1,1,1
3318626,5,2,3,2,6,6,10,6,4,13,1,0,6,6,10,4,0,0,0,8,2,3,2,97,5,1
3318683,9,5,1,2,6,5,10,6,4,10,4,1,6,5,10,4,0,0,0,8,2,5,3,1,1,1
3318766,11,2,1,2,4,7,1,4,4,6,3,.,4,7,1,3,0,0,0,8,2,3,3,1,1,1
3318808,6,2,1,2,6,6,10,6,5,10,4,0,6,6,10,4,0,0,0,8,2,2,2,1,1,1
3318824,8,2,1,2,5,4,7,5,5,6,3,1,5,4,7,3,1,1,0,8,2,3,3,1,1,1
3318915,11,4,1,2,5,7,10,5,7,10,4,0,5,7,10,4,0,1,0,8,2,4,3,1,1,1
3318923,12,2,1,2,6,6,13,6,7,2,3,1,6,6,13,1,0,0,0,8,2,3,3,1,1,1
3318931,8,3,1,2,6,4,9,7,9,11,7,.,6,4,9,3,0,0,1,8,4,3,2,1,1,1
3318980,10,4,1,2,4,5,1,4,5,2,3,0,4,5,1,3,0,1,0,8,2,4,4,1,1,1
3319038,6,4,1,2,5,8,1,5,8,3,2,.,5,8,1,3,.,1,0,8,0,1,1,.,1,1
3319079,8,2,1,1,5,5,4,5,5,4,3,0,7,9,11,7,.,0,3,8,4,5,3,1,1,1
3319319,8,2,1,2,5,6,1,6,6,7,3,1,5,6,1,3,1,0,0,8,2,2,2,1,1,1
3319665,11,3,1,2,5,8,1,5,6,10,4,0,5,8,1,2,0,0,2,8,2,3,3,1,1,1
3319806,7,2,1,1,6,7,10,6,6,10,4,0,6,7,10,4,0,0,0,8,2,4,4,1,1,1
3319939,7,2,1,2,5,5,3,6,5,10,4,.,5,5,3,3,0,1,0,8,1,3,4,1,1,1
3320069,5,1,1,2,6,5,10,6,5,10,4,0,7,9,11,7,.,0,0,8,4,1,1,1,1,1
3320093,8,2,1,2,6,8,10,6,8,10,4,0,7,9,11,7,.,0,0,8,4,2,1,1,1,1
3320135,11,2,1,2,4,6,9,4,6,9,3,0,4,6,9,3,0,2,0,8,2,4,2,1,1,1
3320499,10,2,1,1,6,7,13,6,7,3,2,1,6,7,13,5,0,0,0,8,2,4,4,1,1,1
3320507,9,2,1,2,6,6,10,6,7,3,2,0,6,6,10,4,0,0,0,8,2,5,4,1,1,1
3320838,11,3,1,2,5,7,13,4,7,6,3,0,5,7,13,5,0,1,0,8,2,7,7,1,1,1
3320952,8,3,1,2,5,7,1,5,5,1,3,0,5,7,1,2,0,0,0,3,2,3,3,1,1,1
3320978,4,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,3,3,1,1,1
3321174,6,4,1,2,4,4,6,5,5,1,3,0,4,4,6,3,1,0,0,8,2,1,1,.,1,1
3321240,11,3,1,2,4,7,1,5,7,10,4,0,4,7,1,2,0,1,0,3,2,5,5,1,1,1
3321265,8,2,1,2,5,4,3,5,5,3,3,1,5,4,3,2,1,1,0,8,2,4,4,1,1,1
3321422,11,2,1,2,4,4,1,4,4,7,3,1,4,4,1,3,1,1,0,8,2,3,1,1,1,1
3321448,6,1,1,2,5,5,7,5,5,7,3,0,7,9,11,7,.,0,0,8,4,2,2,1,1,1
3321547,6,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,1,8,2,5,5,1,1,1
3321588,11,2,1,2,5,8,10,5,8,10,4,0,5,8,10,4,1,0,0,8,2,2,2,1,1,1
3321604,12,3,1,2,5,8,10,5,8,1,3,0,5,8,10,4,0,0,0,8,2,4,5,1,1,1
3321679,7,2,1,2,5,6,13,6,7,3,2,0,5,6,13,1,0,1,0,8,2,4,4,1,1,1
3321703,11,2,1,2,4,5,4,5,6,4,3,0,4,5,4,3,0,0,0,8,2,3,3,1,1,1
3321836,7,3,1,2,5,4,1,5,5,2,3,0,5,4,1,3,1,0,2,8,2,4,4,1,1,1
3322008,10,2,1,2,4,5,4,5,5,5,3,0,4,5,4,3,1,0,1,8,2,4,4,1,1,1
3322040,9,2,1,2,5,4,1,5,8,1,3,0,5,4,1,2,0,0,2,8,2,4,4,1,1,1
3322156,12,2,1,2,6,6,10,6,6,10,4,0,6,6,10,4,0,0,0,8,2,2,1,1,1,1
3322164,7,2,1,2,5,5,4,6,5,10,4,0,5,5,4,2,0,0,0,8,2,1,1,1,1,1
3322305,2,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,1,8,4,1,1,1,1,1
3322370,1,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,2,2,5,5,1
3322404,6,2,1,2,4,4,3,7,9,11,7,.,4,4,3,3,0,0,4,8,3,1,1,1,1,1
3322479,7,1,1,2,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,2,2,1,1,1
3322503,11,2,1,2,5,8,4,6,6,10,4,0,5,8,4,3,1,0,0,8,2,4,4,1,1,1
3322560,8,2,1,2,6,5,10,6,4,10,4,0,6,5,10,4,0,0,0,8,2,2,2,1,1,1
3322578,7,1,1,1,6,7,10,6,7,10,4,0,7,9,11,7,.,0,0,8,4,2,2,1,1,1
3322636,3,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,2,2,1,1,1
3322644,3,1,1,2,4,5,13,7,9,11,7,.,4,5,13,1,1,0,0,8,1,1,1,1,1,1
3322834,10,2,1,2,5,6,13,5,8,10,4,0,5,6,13,5,0,1,1,8,2,4,4,1,1,1
3322958,11,2,1,2,6,7,10,6,6,10,4,0,6,7,10,4,0,0,0,8,2,3,3,1,1,1
3323071,10,1,1,2,6,7,10,7,9,11,7,.,6,7,10,4,0,0,0,8,3,3,3,1,1,1
3323113,3,1,1,2,6,5,1,7,9,11,7,.,6,5,1,2,0,0,1,8,3,2,2,1,1,1
3323154,8,4,1,2,5,6,3,5,6,3,3,0,5,6,3,3,0,0,2,8,2,2,2,1,1,1
3323212,9,3,1,2,5,8,1,5,8,1,3,0,5,8,1,3,0,2,1,8,2,3,1,1,1,1
3323253,11,2,1,2,6,4,10,6,4,13,1,0,6,4,10,4,0,0,0,8,2,1,1,1,1,1
3323279,10,1,1,2,6,7,10,7,9,11,7,.,6,7,10,4,0,0,0,8,4,3,3,1,1,1
3323386,6,1,1,2,6,6,13,7,9,11,7,.,6,6,13,1,0,0,0,8,4,2,2,1,1,1
3323543,5,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,2,2,1,1,1
3323592,8,3,1,2,6,4,13,6,4,10,4,0,6,4,13,5,0,0,0,8,2,3,3,1,1,1
3323667,6,2,1,2,6,4,10,6,6,10,4,0,6,4,10,2,0,0,0,8,2,3,4,1,1,1
3323741,6,5,1,2,5,4,13,5,7,7,3,0,5,4,13,1,1,1,1,8,2,2,1,.,1,1
3323923,8,2,1,2,6,7,10,7,9,11,7,.,6,7,10,4,0,0,1,8,4,3,3,1,1,1
3323931,8,2,1,2,4,5,1,4,6,7,3,0,4,5,1,2,0,0,0,8,2,2,2,1,1,1
3323949,4,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,1,1,1,1,1
3324038,7,2,1,2,6,4,10,6,7,10,4,0,6,4,10,4,0,0,0,8,2,2,2,1,1,1
3324129,6,1,1,2,6,4,4,7,9,11,7,.,6,4,4,2,0,0,3,8,4,2,2,1,1,1
3324145,6,1,1,2,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,1,1,1,1,1
3324160,10,3,1,2,5,7,4,5,8,1,3,1,5,7,4,3,1,1,0,8,2,3,3,1,1,1
3324178,6,1,1,1,5,4,6,7,9,11,7,.,5,4,6,3,0,0,0,8,3,1,1,1,1,1
3324186,11,2,1,2,5,7,1,5,8,1,3,0,5,7,1,2,0,0,0,8,2,2,2,1,1,1
3324228,8,3,1,2,4,7,1,4,7,2,3,0,4,7,1,3,0,1,2,3,2,2,2,1,1,1
3324475,4,1,1,1,6,6,13,7,9,11,7,.,6,6,13,1,0,0,0,8,4,1,1,1,1,1
3324509,6,1,1,2,6,7,10,7,9,11,7,.,6,7,10,4,0,0,0,8,3,3,2,1,1,1
3324632,9,3,1,2,4,7,2,4,7,1,2,0,4,7,2,3,0,1,1,3,2,3,3,1,1,1
3324640,10,2,1,2,5,4,4,5,4,1,3,0,5,4,4,3,0,1,0,8,2,5,5,1,1,1
3324715,12,2,1,2,5,8,1,5,7,3,3,0,5,8,1,3,0,1,0,8,2,3,3,1,1,1
3324731,6,2,1,2,4,4,10,5,5,7,3,1,4,4,10,4,1,0,0,8,2,3,2,1,1,1
3324814,7,2,1,2,6,4,2,6,4,6,3,1,6,4,2,3,1,0,0,8,2,2,1,1,1,1
3324863,8,2,1,2,5,6,10,7,9,11,7,.,5,6,10,4,0,1,0,8,3,2,2,1,1,1
3324897,8,3,1,2,4,7,2,7,9,11,7,.,4,7,2,3,0,2,0,8,3,5,4,1,1,1
3324913,7,2,1,1,6,6,10,6,6,10,4,0,6,6,10,4,0,0,1,8,2,3,3,1,1,1
3325027,11,2,1,2,4,6,8,4,4,6,3,0,4,6,8,3,0,0,2,8,2,2,2,1,1,1
3325050,9,2,1,2,5,6,4,5,5,10,4,0,5,6,4,2,0,0,0,8,2,4,3,1,1,1
3325274,1,2,1,2,6,4,4,6,4,4,3,1,6,4,4,3,1,0,0,8,2,3,2,1,1,1
3325290,9,3,1,2,4,5,4,5,4,6,3,0,4,5,4,2,0,2,2,8,2,5,1,1,1,1
3325431,12,3,1,2,5,8,1,5,8,2,3,0,5,8,1,3,0,0,0,8,2,2,2,1,1,1
3325456,4,2,1,2,5,5,7,5,4,13,1,0,5,5,7,2,0,0,1,8,2,3,2,1,1,1
3325530,6,1,1,2,6,4,13,6,4,13,1,0,7,9,11,7,.,0,0,8,4,4,4,1,1,1
3325597,5,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,3,3,1,1,1
3325605,12,2,1,2,6,8,10,6,8,10,4,0,6,8,10,4,0,0,0,8,2,4,5,1,1,1
3325696,7,4,1,2,4,6,13,4,4,1,3,0,4,6,13,5,0,0,0,8,2,7,7,1,1,1
3325738,6,2,1,2,5,4,1,4,5,6,3,0,5,4,1,3,0,1,1,8,2,2,1,1,1,1
3325746,7,2,1,2,6,6,1,6,6,10,4,0,6,6,1,2,0,1,0,8,2,3,3,1,1,1
3325753,2,1,1,1,4,4,10,4,4,10,4,0,7,9,11,7,.,0,0,8,1,1,1,1,1,1
3325795,7,2,1,2,5,4,3,5,5,3,3,0,5,4,3,3,0,0,0,8,2,3,3,1,1,1
3325852,8,2,1,2,4,5,4,7,9,11,7,.,4,5,4,3,0,2,0,8,3,2,2,1,1,1
3325902,6,1,1,2,6,5,4,7,9,11,7,.,6,5,4,3,0,0,0,8,4,4,4,1,1,1
3325993,8,2,1,2,6,8,10,6,7,10,4,0,6,8,10,4,0,0,0,8,2,3,3,1,1,1
3326033,12,3,1,2,4,5,4,4,5,3,3,0,4,5,4,3,0,1,0,8,2,2,2,1,1,1
3326116,11,4,1,2,4,5,1,4,6,1,3,0,4,5,1,2,0,1,0,8,2,3,0,.,1,1
3326223,6,3,1,2,6,5,10,6,3,10,4,1,6,5,10,4,0,0,1,8,2,4,3,1,1,1
3326447,4,1,1,1,6,4,3,7,9,11,7,.,6,4,3,2,0,0,0,8,3,3,2,.,1,1
3326470,3,1,1,2,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,2,2,1,1,1
3326744,7,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,2,2,1,1,1
3326769,5,3,1,2,4,4,8,7,9,11,7,.,4,4,8,3,1,0,2,3,1,2,2,1,1,1
3326793,7,1,1,2,5,4,10,7,9,11,7,.,5,4,10,4,1,1,2,8,1,3,3,1,1,1
3326850,7,1,1,2,5,5,4,7,9,11,7,.,5,5,4,3,0,0,0,8,3,2,2,1,1,1
3327015,7,2,1,2,5,4,7,6,4,10,4,0,5,4,7,3,0,0,0,8,2,2,2,1,1,1
3327056,10,2,1,2,6,4,10,6,4,6,3,0,6,4,10,4,0,1,0,8,2,2,1,1,1,1
3327072,11,3,1,2,5,5,1,5,8,3,3,0,5,5,1,3,0,0,0,8,2,8,6,1,1,1
3327106,3,2,1,2,6,4,13,6,3,13,1,1,6,4,13,1,1,1,0,8,2,2,2,1,1,1
3327114,5,1,1,2,5,5,10,7,9,11,7,.,5,5,10,4,0,0,0,8,3,1,1,1,1,1
3327197,10,2,1,2,4,5,4,4,4,7,3,0,4,5,4,3,0,0,0,8,2,4,4,1,1,1
3327304,8,2,1,2,4,6,2,4,5,6,3,0,4,6,2,3,1,0,0,8,2,4,4,1,1,1
3327346,8,2,1,2,5,6,8,5,5,7,3,0,5,6,8,3,0,0,0,8,2,3,3,1,1,1
3327353,4,1,1,2,6,4,10,6,4,10,4,0,7,9,11,7,.,0,0,8,4,1,1,1,1,1
3327361,3,1,1,2,6,5,9,7,9,11,7,.,6,5,9,3,1,0,0,8,3,2,2,.,1,1
3327593,6,2,1,2,6,5,10,6,5,10,4,0,6,5,10,4,0,0,0,8,2,3,1,1,1,1
3327601,8,2,1,2,5,7,1,5,8,2,2,0,5,7,1,2,0,0,1,8,2,1,1,1,1,1
3327718,6,2,1,2,5,6,13,5,7,4,3,0,5,6,13,1,0,1,0,8,2,2,2,1,1,1
3327809,9,2,1,2,5,7,4,5,8,1,3,0,5,7,4,3,0,1,0,8,2,2,2,1,1,1
3327858,11,2,1,2,6,7,10,6,8,10,4,0,6,7,10,4,0,0,0,8,2,4,4,1,1,1
3327882,1,1,1,1,5,4,13,7,9,11,7,.,5,4,13,1,0,0,0,8,3,2,2,1,1,1
3327957,8,3,1,2,4,6,8,4,5,9,3,1,4,6,8,3,0,1,0,8,2,5,5,1,1,1
3327965,1,1,1,2,5,4,9,5,4,9,2,0,7,9,11,7,.,0,0,8,1,3,2,1,1,1
3328062,9,2,1,2,5,8,6,7,9,11,7,.,5,8,6,3,0,2,1,8,1,1,1,1,1,1
3328138,12,4,1,2,4,8,2,7,9,11,7,.,4,8,2,3,0,0,2,8,2,4,4,1,1,1
3328179,4,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,2,2,1,1,1
3328716,11,2,1,2,6,4,10,6,8,10,4,0,6,4,10,4,0,0,0,8,2,4,3,1,1,1
3328948,8,2,1,2,5,5,8,5,6,9,3,0,5,5,8,3,0,0,0,8,2,1,1,1,1,1
3329011,10,2,1,2,6,7,10,6,7,10,4,0,6,7,10,4,0,0,0,8,2,1,1,1,1,1
3329060,6,2,1,2,5,4,4,5,5,7,2,0,5,4,4,3,0,0,0,8,2,1,1,1,1,1
3329151,6,2,1,2,5,4,10,6,7,10,4,0,5,4,10,4,0,0,0,8,2,3,3,1,1,1
3329383,4,2,1,2,5,6,3,5,6,4,3,0,5,6,3,2,0,0,2,8,2,2,1,.,1,1
3329417,7,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,5,4,1,1,1
